Pavadinimas,Metai,Trukme,Filmo indeksas,Ivertinimas pagal zmones,Ivertinimas pagal kritikus,Votes
Nymphomaniac: Vol. I,2013,117,Not Rated,6.9,64,"129,757"
The Social Network,2010,120,PG-13,7.8,95,"744,515"
Pretty Woman,1990,119,R,7.1,51,"347,665"
About Time,2013,123,R,7.8,55,"376,574"
Trolls,2016,92,PG,6.4,55,"89,453"
Stand by Me,1986,89,R,8.1,75,"431,974"
Taylor Swift: The Eras Tour,2023,169,PG-13,8.3,83,"13,131"
Braveheart,1995,178,R,8.3,68,"1,076,357"
Come and See,1985,142,Not Rated,8.4,,"92,398"
The Terminator,1984,107,R,8.1,84,"908,259"
Three Thousand Years of Longing,2022,108,R,6.7,60,"56,681"
Stillwater,2021,139,R,6.6,60,"53,369"
Black Angel,1946,81,Passed,6.9,,"3,775"
The Fifth Element,1997,126,PG-13,7.6,52,"496,733"
The Age of Adaline,2015,112,PG-13,7.2,51,"197,405"
Casino Royale,2006,144,PG-13,8.0,80,"684,281"
Falling for Christmas,2022,93,TV-PG,5.2,40,"26,783"
Black Christmas,1974,98,R,7.1,65,"46,293"
Jack Reacher,2012,130,PG-13,7.0,50,"358,623"
Logan,2017,137,R,8.1,77,"812,577"
10 Things I Hate About You,1999,97,PG-13,7.3,70,"372,738"
Terminator 2: Judgment Day,1991,137,R,8.6,75,"1,152,618"
Nope,2022,130,R,6.8,77,"251,712"
Grave of the Fireflies,1988,89,Not Rated,8.5,94,"300,539"
The Wizard of Oz,1939,102,G,8.1,92,"420,756"
Self Reliance,2023,85,R,,65,N/A
The Fast and the Furious,2001,106,PG-13,6.8,58,"411,502"
Heart of Stone,2023,122,PG-13,5.7,44,"54,337"
The Greatest Showman,2017,105,PG,7.5,48,"303,109"
The Deer Hunter,1978,183,R,8.1,86,"355,941"
What Every Frenchwoman Wants,1986,95,,5.6,,"4,854"
When Harry Met Sally...,1989,95,R,7.7,76,"236,282"
Birds of Prey,2020,109,R,6.1,60,"259,171"
West Side Story,2021,156,PG-13,7.1,85,"92,579"
Cocaine Bear,2023,95,R,5.9,54,"99,977"
Meet Me in St. Louis,1944,113,Passed,7.5,94,"26,575"
Sing,2016,108,PG,7.1,59,"186,035"
Mortal World 2,2023,117,,7.6,,"2,377"
Ant-Man and the Wasp: Quantumania,2023,124,PG-13,6.1,48,"214,122"
The Town,2010,125,R,7.5,74,"409,387"
The Godfather Part II,1974,202,R,9.0,90,"1,338,373"
The Road Warrior,1981,96,R,7.6,77,"190,271"
Waitress: The Musical,2023,144,,8.6,74,438
Kaiva,2023,138,,7.4,,"25,207"
Iron Man,2008,126,PG-13,7.9,79,"1,106,299"
Locked In,2023,96,TV-MA,5.1,,"6,680"
The Lion King,1994,88,G,8.5,88,"1,118,166"
The Mummy,1999,124,PG-13,7.1,48,"452,754"
Just Friends,2005,96,PG-13,6.2,47,"125,179"
Society of the Snow,2023,144,R,7.7,70,492
Dead Poets Society,1989,128,PG,8.1,79,"529,751"
Ocean's Eleven,2001,116,PG-13,7.7,74,"606,904"
Fall,2022,107,PG-13,6.4,62,"96,767"
Encanto,2021,102,PG,7.2,75,"251,254"
Pitch Perfect,2012,112,PG-13,7.1,66,"325,541"
Death Proof,2007,127,R,7.0,,"308,491"
The Legend of Tarzan,2016,110,PG-13,6.2,44,"184,713"
The Witch,2015,92,R,7.0,84,"291,203"
The Revenant,2015,156,R,8.0,76,"853,853"
Hacksaw Ridge,2016,139,R,8.1,71,"576,625"
Edge of Tomorrow,2014,113,PG-13,7.9,71,"721,106"
Me Before You,2016,110,PG-13,7.4,51,"278,471"
Zodiac,2007,157,R,7.7,79,"583,450"
Superbad,2007,113,R,7.6,76,"619,005"
A Clockwork Orange,1971,136,X,8.3,77,"867,136"
A Beautiful Mind,2001,135,PG-13,8.2,72,"971,196"
The Hobbit: An Unexpected Journey,2012,169,PG-13,7.8,58,"859,126"
The Unbearable Weight of Massive Talent,2022,107,R,7.0,68,"139,897"
Snatch,2000,102,R,8.2,55,"894,073"
Puss in Boots: The Last Wish,2022,102,PG,7.8,73,"162,346"
Batman Begins,2005,140,PG-13,8.2,70,"1,548,508"
Star Wars: Episode I - The Phantom Menace,1999,136,PG,6.5,51,"842,281"
Avengers: Infinity War,2018,149,PG-13,8.4,68,"1,171,246"
The Grand Budapest Hotel,2014,99,R,8.1,88,"868,267"
Dunkirk,2017,106,PG-13,7.8,94,"720,316"
PAW Patrol: The Mighty Movie,2023,88,PG,6.0,49,"3,873"
For Your Eyes Only,1981,127,PG,6.7,54,"106,735"
The Nutcracker and the Four Realms,2018,99,PG,5.6,39,"36,343"
Jojo Rabbit,2019,108,PG-13,7.9,58,"428,105"
Holiday Inn,1942,100,Passed,7.3,70,"16,835"
The Lighthouse,2019,109,R,7.4,83,"244,742"
War for the Planet of the Apes,2017,140,PG-13,7.4,82,"275,410"
Arrival,2016,116,PG-13,7.9,81,"746,445"
The Bad Guys,2022,100,PG,6.8,64,"54,379"
Uncut Gems,2019,135,R,7.4,92,"308,934"
Aquaman,2018,143,PG-13,6.8,55,"506,590"
To Catch a Killer,2023,119,R,6.6,43,"30,880"
Kraven the Hunter,2024,N/A,,,,N/A
The Help,2011,146,PG-13,8.1,62,"483,845"
Irreversible,2002,97,Not Rated,7.3,51,"144,687"
Knock Knock,2015,99,R,4.9,53,"102,372"
Eternals,2021,156,PG-13,6.3,52,"375,135"
8 Mile,2002,110,R,7.2,77,"313,549"
"Red, White & Royal Blue",2023,118,R,7.0,62,"42,449"
My Big Fat Greek Wedding 3,2023,92,PG-13,5.2,35,"6,412"
Vacation,2015,99,R,6.1,34,"119,819"
The Maze Runner,2014,113,PG-13,6.8,57,"497,677"
The Thing,1982,109,R,8.2,57,"455,608"
The Hunt,2012,115,R,8.3,77,"354,854"
The Lord of the Rings: The Two Towers,2002,179,PG-13,8.8,87,"1,746,573"
Knock at the Cabin,2023,100,R,6.1,63,"106,719"
Creed,2015,133,PG-13,7.6,82,"305,537"
Galaxy Quest,1999,102,PG,7.4,70,"173,044"
The Christmas Chronicles: Part Two,2020,112,PG,6.0,51,"34,210"
One Flew Over the Cuckoo's Nest,1975,133,R,8.7,84,"1,052,784"
Bram Stoker's Dracula,1992,128,R,7.4,57,"233,849"
While You Were Sleeping,1995,103,PG,6.8,67,"111,118"
A Bad Moms Christmas,2017,104,R,5.6,42,"56,363"
A Christmas Carol,1951,86,TV-PG,8.1,,"24,759"
The Phantom of the Opera,2004,143,PG-13,7.2,40,"128,964"
From Dusk Till Dawn,1996,108,R,7.2,48,"334,257"
Guardians of the Galaxy,2014,121,PG-13,8.0,76,"1,253,333"
Christmas on Cherry Lane,2023,90,TV-G,6.4,,363
Barry Lyndon,1975,185,PG,8.1,89,"179,220"
The Kill Room,2023,98,R,5.4,58,"3,437"
Plane,2023,107,R,6.5,62,"71,975"
Free Guy,2021,115,PG-13,7.1,62,"409,686"
The Big Short,2015,130,R,7.8,81,"470,939"
Inside Out,2015,95,PG,8.1,94,"765,225"
Star Wars: Episode IX - The Rise of Skywalker,2019,141,PG-13,6.4,53,"481,991"
13 Going on 30,2004,98,PG-13,6.3,57,"210,330"
Green Book,2018,130,PG-13,8.2,69,"545,252"
Total Recall,1990,113,R,7.5,60,"348,260"
Ghoomer,2023,135,,7.9,,"10,700"
The Gray Man,2022,122,PG-13,6.5,49,"229,370"
Toy Story,1995,81,G,8.3,96,"1,048,071"
American History X,1998,119,R,8.5,62,"1,168,404"
"The Good, the Bad and the Ugly",1966,178,Approved,8.8,90,"796,834"
Extraction II,2023,122,R,7.0,57,"135,835"
Road House,R,N/A,,,,N/A
Pretty Baby,1978,110,R,6.5,66,"12,458"
The Girl with the Dragon Tattoo,2011,158,R,7.8,71,"486,566"
Thriller 40,2023,90,,8.1,,654
A Walk to Remember,2002,101,PG,7.3,35,"218,840"
The Avengers,2012,143,PG-13,8.0,69,"1,442,253"
Starfish,2023,121,,9.3,,"15,438"
Jurassic World,2015,124,PG-13,6.9,59,"670,080"
Sonic the Hedgehog 3,2024,N/A,,,,N/A
Kill Shot,2023,93,,4.7,,"1,422"
Ben-Hur,1959,212,G,8.1,90,"249,796"
Smile,2022,115,R,6.5,68,"147,765"
Planet of the Apes,2001,120,PG-13,5.7,50,"226,360"
The King,2019,140,R,7.3,62,"145,972"
Winnie the Pooh: Blood and Honey,2023,84,Not Rated,2.9,16,"24,838"
Operation Fortune: Ruse de Guerre,2023,114,R,6.3,51,"77,209"
Love at First Sight,2023,91,PG-13,6.8,55,"26,685"
8-Bit Christmas,2021,97,PG,6.7,66,"20,309"
Predestination,2014,97,R,7.4,69,"297,842"
Unfaithful,2002,124,R,6.7,63,"96,089"
Curiosa,2019,107,18+,5.4,,"3,245"
Jurassic World Dominion,2022,147,PG-13,5.6,38,"195,949"
After Everything,2023,93,R,4.6,,"4,532"
Basic Instinct,1992,127,R,7.0,43,"214,335"
Black Christmas,2006,95,R,4.7,22,"29,685"
Carol,2015,118,R,7.2,94,"139,208"
The Pianist,2002,150,R,8.5,85,"889,806"
Haunted Mansion,2023,123,PG-13,6.1,47,"37,720"
Hidden Figures,2016,127,PG,7.8,74,"248,926"
Ghostbusters,1984,105,PG,7.8,71,"437,271"
The Little Things,2021,128,R,6.3,54,"120,224"
Independence Day,1996,145,PG-13,7.0,59,"597,949"
Once Upon a Time in America,1984,229,R,8.3,75,"370,674"
Beauty and the Beast,2017,129,PG,7.1,65,"328,455"
Fingernails,2023,113,R,5.9,63,"5,725"
Shazam!,2019,132,PG-13,7.0,71,"376,802"
DC League of Super-Pets,2022,105,PG,7.1,56,"73,047"
Blue Is the Warmest Colour,2013,180,NC-17,7.7,90,"160,593"
The Handmaiden,2016,145,Not Rated,8.1,85,"166,227"
The Martian,2015,144,PG-13,8.0,80,"903,795"
Donnie Darko,2001,113,R,8.0,88,"836,830"
Ratatouille,2007,111,G,8.1,96,"800,185"
Zack Snyder's Justice League,2021,242,R,7.9,54,"428,437"
"Three Billboards Outside Ebbing, Missouri",2017,115,R,8.1,88,"542,342"
Diary of a Wimpy Kid Christmas: Cabin Fever,2023,62,PG,5.9,,406
The Day After Tomorrow,2004,124,PG-13,6.5,47,"469,221"
Christmas with the Campbells,2022,88,,5.4,56,"1,547"
The Nice Guys,2016,116,R,7.4,70,"360,756"
Full Metal Jacket,1987,116,R,8.3,78,"777,028"
Life of the Party,2018,105,PG-13,5.6,46,"38,964"
Terrifier 2,2022,138,Not Rated,6.1,59,"43,849"
Hardcore Never Dies,2023,115,,7.1,,"1,152"
Mission: Impossible,1996,110,PG-13,7.2,59,"462,100"
Air,2023,111,R,7.4,73,"152,417"
Hot Fuzz,2007,121,R,7.8,81,"527,814"
Almost Famous,2000,122,R,7.9,90,"289,283"
Origin,2023,135,PG-13,6.4,76,451
Deadpool 2,2018,119,R,7.6,66,"626,582"
Reservoir Dogs,1992,99,R,8.3,81,"1,069,051"
Home Sweet Home Alone,2021,93,PG,3.6,35,"19,432"
The Book of Clarence,2023,136,PG-13,,62,N/A
Sleeping Beauty,2011,101,TV-14,5.3,61,"34,276"
Amsterdam,2022,134,R,6.1,48,"87,032"
Scream,2022,114,R,6.3,60,"152,869"
In Time,2011,109,PG-13,6.7,53,"437,853"
The Many Saints of Newark,2021,120,R,6.3,60,"61,225"
Deep Water,2022,115,R,5.5,53,"54,573"
Trolls World Tour,2020,91,PG,6.1,51,"27,242"
The Incredibles,2004,115,PG,8.0,90,"788,697"
Dawn of the Planet of the Apes,2014,130,PG-13,7.6,79,"461,176"
Saturday Night Fever,1977,118,R,6.8,77,"85,642"
Insidious: The Red Door,2023,107,PG-13,5.5,45,"43,798"
Edward Scissorhands,1990,105,PG-13,7.9,74,"515,380"
Fantastic Beasts: The Secrets of Dumbledore,2022,142,PG-13,6.2,47,"162,655"
Airheads,1994,92,PG-13,6.2,46,"55,174"
The Breakfast Club,1985,97,R,7.8,66,"427,940"
Ballerina,2024,N/A,,,,N/A
Champions,2023,124,PG-13,6.8,50,"22,440"
Tár,2022,158,R,7.4,92,"86,662"
A Christmas Carol,1938,69,Passed,7.5,72,"8,363"
Where Eagles Dare,1968,158,M,7.6,63,"61,834"
The Firm,1993,154,R,6.9,58,"144,867"
Casino,1995,178,R,8.2,73,"552,017"
E.T. the Extra-Terrestrial,1982,115,PG,7.9,92,"430,412"
Jaws,1975,124,PG,8.1,87,"647,112"
Mad Max Beyond Thunderdome,1985,107,PG-13,6.2,71,"145,056"
The Sixth Sense,1999,107,PG-13,8.2,64,"1,033,604"
Passages,2023,91,Unrated,6.8,79,"7,245"
Ambulance,2022,136,R,6.1,55,"90,116"
Ex Machina,2014,108,R,7.7,78,"574,736"
Batman v Superman: Dawn of Justice,2016,151,PG-13,6.5,44,"743,916"
Sin City,2005,124,R,8.0,74,"787,753"
A Star Is Born,2018,136,R,7.6,88,"409,488"
Terrifier,2016,85,Unrated,5.6,,"49,485"
The Man Who Invented Christmas,2017,104,PG,7.0,60,"18,068"
Cruella,2021,134,PG-13,7.3,59,"257,271"
After,2019,105,PG-13,5.3,30,"63,266"
Rise of the Planet of the Apes,2011,105,PG-13,7.6,68,"550,364"
Snow White,2025,N/A,,,,N/A
The Fast and the Furious: Tokyo Drift,2006,104,PG-13,6.0,45,"292,967"
Trainspotting,1996,93,R,8.1,83,"714,990"
Secretary,2002,107,R,6.9,63,"96,638"
Kids,1995,91,NC-17,7.0,63,"83,329"
The Fall Guy,2024,114,PG-13,,,N/A
Wonder Woman,2017,141,PG-13,7.4,76,"689,395"
Kingsman: The Secret Service,2014,129,R,7.7,60,"703,110"
Jumanji,1995,104,PG,7.1,39,"368,573"
The Blue Lagoon,1980,104,R,5.8,31,"75,178"
Into the Wild,2007,148,R,8.1,73,"648,229"
Queen of Hearts,2019,127,Not Rated,7.1,67,"13,665"
The Lord of the Rings: The War of the Rohirrim,2024,130,,,,N/A
The Star,2017,86,PG,6.3,42,"8,988"
Room,2015,118,R,8.1,86,"442,672"
Good Burger,1997,95,PG,5.8,41,"32,361"
We're the Millers,2013,110,R,7.0,44,"478,023"
Groundhog Day,1993,101,PG,8.0,72,"669,631"
The Old Oak,2023,113,,7.1,62,"3,068"
Borderlands,2024,N/A,,,,N/A
Lady Bird,2017,94,R,7.4,93,"317,970"
Captain Marvel,2019,123,PG-13,6.8,64,"599,137"
Burning Betrayal,2023,98,TV-MA,4.0,,"2,268"
Rocky,1976,120,PG,8.1,70,"616,406"
Father Christmas Is Back,2021,105,PG-13,4.5,,"7,091"
Paper Moon,1973,102,PG,8.1,77,"51,328"
The Fugitive,1993,130,PG-13,7.8,87,"312,370"
American Symphony,2023,104,PG-13,7.3,76,679
This Is Christmas,2022,111,,6.9,,"2,200"
Ghostbusters: Frozen Empire,2024,N/A,,,,N/A
Les Misérables,2012,158,PG-13,7.5,63,"341,978"
The Thin Red Line,1998,170,R,7.6,78,"196,877"
Superman: Legacy,2025,N/A,,,,N/A
Zootopia,2016,108,PG,8.0,78,"533,253"
The Imitation Game,2014,114,PG-13,8.0,71,"810,458"
Lost in Translation,2003,102,R,7.7,91,"479,367"
Rustin,2023,106,PG-13,6.5,68,"2,869"
Kabir Singh,2019,173,Not Rated,7.0,,"38,524"
Fukrey 3,2023,147,Not Rated,6.6,,"22,929"
Room in Rome,2010,107,Not Rated,6.1,,"25,824"
Red Sparrow,2018,140,R,6.6,53,"198,138"
Fighter,2024,N/A,,,,N/A
My Fault,2023,117,,6.2,,"19,998"
Scream,1996,111,R,7.4,65,"381,288"
CODA,2021,111,PG-13,8.0,72,"156,833"
Martyrs,2008,99,R,7.0,,"103,820"
Surviving Christmas,2004,91,PG-13,5.4,19,"26,755"
I Can Only Imagine,2018,110,PG,7.3,30,"17,637"
X-Men,2000,104,PG-13,7.3,64,"637,596"
Apocalypto,2006,139,R,7.8,68,"326,276"
Baby Driver,2017,113,R,7.6,86,"590,558"
School of Rock,2003,109,PG-13,7.2,82,"323,633"
Snow Day,2000,89,PG,5.1,34,"13,456"
Jackie Brown,1997,154,R,7.5,64,"366,837"
Unforgiven,1992,130,R,8.2,85,"429,741"
Fury,2014,134,R,7.6,64,"531,431"
Saw,2004,103,R,7.6,46,"458,562"
The Three Musketeers: Milady,2023,115,,7.5,,81
Bones and All,2022,131,R,6.8,74,"52,932"
The Conjuring,2013,112,R,7.5,68,"544,426"
Silver Linings Playbook,2012,122,R,7.7,81,"733,524"
Silent Hill,2006,125,R,6.5,31,"240,755"
Matilda,1996,102,PG,7.0,72,"170,207"
Your Name.,2016,106,TV-PG,8.4,81,"305,814"
The Other Zoey,2023,91,PG-13,5.8,,"5,414"
Mission: Impossible - Fallout,2018,147,PG-13,7.7,86,"369,598"
The Peasants,2023,114,R,8.2,66,"2,375"
Malignant,2021,111,R,6.2,51,"105,082"
Idiocracy,2006,84,R,6.5,66,"177,683"
Excalibur,1981,140,PG,7.3,56,"65,901"
Man on Fire,2004,146,R,7.7,47,"382,784"
Hamilton,2020,160,PG-13,8.3,88,"108,676"
The Curious Case of Benjamin Button,2008,166,PG-13,7.8,70,"684,027"
Daddy's Home 2,2017,100,PG-13,6.0,30,"80,385"
Knights of the Zodiac,2023,112,PG-13,4.4,35,"10,352"
True Romance,1993,119,R,7.9,59,"238,575"
Baywatch,2017,116,R,5.5,37,"198,481"
Romeo + Juliet,1996,120,PG-13,6.7,60,"240,849"
Lady Chatterley's Lover,2022,126,R,6.6,67,"21,590"
Split,2016,117,PG-13,7.3,63,"536,432"
Serendipity,2001,90,PG-13,6.8,52,"119,277"
Grease,1978,110,PG,7.2,70,"294,682"
Airplane!,1980,88,PG,7.7,78,"255,281"
Dirty Dancing,1987,100,PG-13,7.0,65,"250,075"
Twisters,2024,N/A,,,,N/A
The Lost Boys,1987,97,R,7.2,63,"157,842"
Doctor Sleep,2019,152,R,7.3,59,"213,387"
1408,2007,104,PG-13,6.8,64,"289,349"
Atonement,2007,123,R,7.8,85,"294,516"
The Virgin Suicides,1999,97,R,7.2,77,"165,465"
The End We Start From,2023,102,R,6.6,66,273
Margaux,2022,104,R,4.5,,"3,071"
King Kong,2005,187,PG-13,7.2,81,"440,784"
Single All the Way,2021,99,TV-PG,6.2,49,"18,791"
Life Is Beautiful,1997,116,PG-13,8.6,59,"729,674"
Mother!,2017,121,R,6.6,76,"244,361"
John Wick: Chapter 2,2017,122,R,7.4,75,"497,991"
Retribution,2023,91,R,5.3,43,"14,262"
Predator,1987,107,R,7.8,47,"445,483"
Training Day,2001,122,R,7.7,71,"463,140"
Triple Frontier,2019,125,R,6.5,61,"141,962"
Let It Snow,2019,92,PG-13,5.8,51,"24,315"
Rogue One: A Star Wars Story,2016,133,PG-13,7.8,65,"674,294"
The Intouchables,2011,112,R,8.5,57,"908,925"
Creed III,2023,116,PG-13,6.7,73,"87,187"
Black Panther,2018,134,PG-13,7.3,88,"822,734"
Batman Returns,1992,126,PG-13,7.1,68,"322,288"
A Bronx Tale,1993,121,R,7.8,80,"156,081"
Smokin' Aces,2006,108,R,6.6,45,"150,746"
RRR,2022,187,Not Rated,7.8,83,"160,077"
Fool's Paradise,2023,98,R,4.7,27,"4,824"
Ready Player One,2018,140,PG-13,7.4,64,"470,392"
Moana,2016,107,PG,7.6,81,"366,380"
Platoon,1986,120,R,8.1,92,"431,871"
Men in Black,1997,98,PG-13,7.3,71,"600,521"
Rumble Through the Dark,2023,116,R,5.8,,"2,712"
Clueless,1995,97,PG-13,6.9,71,"238,735"
Varsity Blues,1999,106,R,6.5,50,"48,320"
The Voyeurs,2021,116,R,6.1,54,"27,881"
John Wick: Chapter 3 - Parabellum,2019,130,R,7.4,73,"412,708"
Men,2022,100,R,6.1,65,"57,356"
The Last of the Mohicans,1992,112,R,7.7,76,"183,360"
Star Wars: Episode VII - The Force Awakens,2015,138,PG-13,7.8,80,"962,313"
Alexander,2004,175,R,5.6,40,"174,886"
Coco,2017,105,PG,8.4,81,"567,795"
Batman,1989,126,PG-13,7.5,69,"398,282"
Now You See Me,2013,115,PG-13,7.2,50,"694,924"
Gerald's Game,2017,103,TV-MA,6.5,77,"123,730"
Closer,2004,104,R,7.2,65,"232,550"
Blonde,2022,167,NC-17,5.5,50,"69,762"
Boyz n the Hood,1991,112,R,7.8,76,"150,878"
Nimona,2023,101,PG,7.6,75,"35,082"
Lone Survivor,2013,121,R,7.5,60,"302,454"
Notting Hill,1999,124,PG-13,7.2,68,"333,544"
Flight,2012,138,R,7.3,76,"371,160"
Grown Ups,2010,102,PG-13,6.0,30,"268,942"
Annihilation,2018,115,R,6.8,79,"352,725"
Mortal Kombat,2021,110,R,6.0,44,"186,742"
The Equalizer 2,2018,121,R,6.7,50,"187,372"
Love the Coopers,2015,107,PG-13,5.8,31,"25,986"
The Pale Blue Eye,2022,128,R,6.6,56,"118,256"
57 Seconds,2023,99,R,5.3,,"4,526"
Kadak Singh,2023,128,,8.0,,"3,528"
Tomorrowland,2015,130,PG,6.4,60,"189,113"
BlacKkKlansman,2018,135,R,7.5,83,"284,542"
Ted,2012,106,R,6.9,62,"643,682"
The Talented Mr. Ripley,1999,139,R,7.4,76,"227,965"
The Matrix Resurrections,2021,148,R,5.7,63,"272,413"
Under the Skin,2013,108,R,6.3,80,"153,802"
She Came to Me,2023,102,R,6.0,53,"2,456"
Black Panther: Wakanda Forever,2022,161,PG-13,6.7,67,"292,118"
Shrek,2001,90,PG,7.9,84,"718,113"
M3GAN,2022,102,PG-13,6.4,72,"133,332"
Armageddon,1998,151,PG-13,6.7,42,"444,490"
The King's Man,2021,131,R,6.3,44,"167,103"
Fatman,2020,100,R,5.9,40,"28,896"
Finding Nemo,2003,100,G,8.2,90,"1,093,219"
A Knight's Tale,2001,132,PG-13,7.0,56,"198,101"
The Garfield Movie,2024,N/A,,,,N/A
National Lampoon's Animal House,1978,109,R,7.4,79,"127,600"
Percy Jackson & the Olympians: The Lightning Thief,2010,118,PG,5.9,47,"197,679"
500 Days of Summer,2009,95,PG-13,7.7,76,"545,754"
Mrs. Doubtfire,1993,125,PG-13,7.1,54,"285,078"
The Other Guys,2010,107,PG-13,6.6,64,"283,416"
American Gangster,2007,157,R,7.8,76,"445,906"
Dark Waters,2019,126,PG-13,7.6,73,"97,497"
Spider-Man: Beyond the Spider-Verse,,N/A,,,,N/A
All the Old Knives,2022,101,R,6.1,62,"27,396"
Scooby-Doo,2002,86,PG,5.3,35,"123,120"
Shame,2011,101,NC-17,7.2,72,"203,775"
Focus,2015,105,R,6.6,56,"269,399"
The Secret Life of Walter Mitty,2013,114,PG,7.3,54,"333,623"
Nightcrawler,2014,117,R,7.8,76,"590,104"
Showgirls,1995,128,NC-17,5.0,20,"72,948"
Office Space,1999,89,R,7.6,68,"282,576"
Soul,2020,100,PG,8.0,83,"364,349"
And Your Mother Too,2001,106,,7.7,89,"127,712"
Amadeus,1984,160,PG,8.4,87,"420,786"
Chicken Run,2000,84,G,7.1,88,"205,118"
"Girl, Interrupted",1999,127,R,7.3,51,"205,788"
Army of the Dead,2021,148,R,5.8,57,"183,068"
Bridget Jones's Diary,2001,97,R,6.8,66,"258,026"
Transformers,2007,144,PG-13,7.0,61,"666,709"
The Out-Laws,2023,95,R,5.4,36,"32,685"
Booksmart,2019,102,R,7.1,84,"128,367"
Kung Fu Panda 4,2024,N/A,,,,N/A
Hook,1991,142,PG,6.8,52,"268,876"
Die Hard with a Vengeance,1995,128,R,7.6,58,"402,181"
The Passion of the Christ,2004,127,R,7.2,47,"245,961"
Mask,1985,120,PG-13,7.2,73,"31,815"
Princess Mononoke,1997,134,PG-13,8.3,76,"421,389"
What's Eating Gilbert Grape,1993,118,PG-13,7.7,73,"250,110"
Ferris Bueller's Day Off,1986,103,PG-13,7.8,61,"380,011"
The Pope's Exorcist,2023,103,R,6.1,45,"75,808"
Odd Thomas,2013,97,PG-13,6.8,45,"56,622"
Point Break,1991,122,R,7.3,59,"197,060"
Atharva,2023,116,,8.4,,"6,574"
Bhagavanth Kesari,2023,164,,6.4,,"3,940"
Gangs of New York,2002,167,R,7.5,72,"465,628"
Casablanca,1942,102,PG,8.5,100,"596,610"
28 Days Later,2002,113,R,7.5,73,"435,617"
Old,2021,108,PG-13,5.8,55,"153,694"
The Mask,1994,101,PG-13,6.9,59,"410,925"
The Tomorrow War,2021,138,PG-13,6.6,45,"222,308"
Fantastic Four,2025,N/A,,,,N/A
Transformers: The Last Knight,2017,154,PG-13,5.2,27,"165,579"
The Rock,1996,136,R,7.4,58,"353,348"
A Disturbance in the Force,2023,85,,6.9,68,221
Wrong Turn,2021,109,R,5.5,46,"35,292"
Star Wars: Episode V - The Empire Strikes Back,1980,124,PG,8.7,82,"1,354,663"
I Am Legend,2007,101,PG-13,7.2,65,"798,961"
Black Widow,2021,134,PG-13,6.7,68,"414,442"
Liar Liar,1997,86,PG-13,6.9,70,"327,652"
Stardust,2007,127,PG-13,7.6,66,"281,443"
Not Another Teen Movie,2001,89,R,5.8,32,"113,430"
Minority Report,2002,145,PG-13,7.6,80,"575,913"
The Lion King,2019,118,PG,6.8,55,"261,926"
Little Children,2006,137,R,7.5,75,"115,548"
Thor: Ragnarok,2017,130,PG-13,7.9,74,"800,910"
Farrey,2023,130,,9.0,,"5,723"
Sideways,2004,127,R,7.5,94,"199,489"
F9: The Fast Saga,2021,143,PG-13,5.2,58,"157,584"
Margin Call,2011,107,R,7.1,76,"141,373"
Step Brothers,2008,98,R,6.9,51,"313,101"
Bohemian Rhapsody,2018,134,PG-13,7.9,49,"575,750"
The Blackout,2019,127,TV-MA,6.0,,"10,401"
Just Go with It,2011,117,PG-13,6.4,33,"260,558"
Interview with the Vampire: The Vampire Chronicles,1994,123,R,7.5,60,"341,954"
Mortal Kombat 2,,N/A,,,,N/A
Captain America: The First Avenger,2011,124,PG-13,6.9,66,"882,970"
Waiting...,2005,94,R,6.7,30,"104,261"
Wish Upon,2017,90,PG-13,5.1,32,"22,477"
The Worst Person in the World,2021,128,R,7.7,90,"89,752"
Green Lantern,2011,114,PG-13,5.5,39,"293,352"
Never Say Never Again,1983,134,PG,6.1,68,"71,949"
Mafia Mamma,2023,101,R,5.4,42,"8,439"
A View to a Kill,1985,131,PG,6.3,40,"103,259"
Scrooge: A Christmas Carol,2022,96,TV-Y7,6.2,46,"6,884"
You Are So Not Invited to My Bat Mitzvah,2023,103,PG-13,6.0,71,"21,889"
The Impossible,2012,114,PG-13,7.5,73,"237,664"
Road House,1989,114,R,6.7,36,"83,303"
Cruel Intentions,1999,97,R,6.8,56,"201,519"
Legend,2015,132,R,6.9,55,"197,558"
The Mist,2007,126,R,7.1,58,"332,820"
The Reader,2008,124,R,7.6,58,"255,640"
The Perks of Being a Wallflower,2012,103,PG-13,7.9,67,"539,013"
WALL·E,2008,98,G,8.4,95,"1,176,183"
Nocturnal Animals,2016,116,R,7.5,67,"298,070"
Psycho,1960,109,R,8.5,97,"706,329"
Forgotten Love,2023,140,TV-MA,7.5,,"6,986"
Love Again,2023,104,PG-13,5.9,32,"11,129"
Suspiria,2018,152,R,6.7,64,"89,190"
Falling Down,1993,113,R,7.6,56,"202,437"
Manchester by the Sea,2016,137,R,7.8,96,"304,417"
Red One,2024,102,,,,N/A
Erin Brockovich,2000,131,R,7.4,73,"214,305"
Reign of Fire,2002,101,PG-13,6.2,39,"143,725"
Legally Blonde,2001,96,PG-13,6.4,59,"240,012"
Superman,1978,143,PG,7.4,82,"184,564"
Pan's Labyrinth,2006,118,R,8.2,98,"693,943"
Misery,1990,107,R,7.8,75,"229,837"
Memories of Murder,2003,132,Not Rated,8.1,82,"207,708"
The Lovely Bones,2009,135,PG-13,6.6,42,"177,393"
The Boogeyman,2023,98,PG-13,5.9,55,"39,328"
"Confess, Fletch",2022,98,R,6.5,64,"17,363"
