Pavadinimas,Metai,Trukme,Filmo indeksas,Ivertinimas pagal zmones,Ivertinimas pagal kritikus,Votes
449. Pearl Harbor,2001,183,PG-13,6.2,44,"347,449"
450. Apocalypse Now,1979,147,R,8.4,94,"697,994"
451. The Hateful Eight,2015,168,R,7.8,68,"644,199"
452. Where the Crawdads Sing,2022,125,PG-13,7.2,43,"112,012"
453. Mystery of the Wax Museum,1933,77,Passed,6.8,,"6,654"
454. Harry Potter and the Order of the Phoenix,2007,138,PG-13,7.5,71,"618,770"
455. The Hangover,2009,100,R,7.7,73,"828,671"
456. The Girl Next Door,2004,109,R,6.7,47,"235,906"
457. Meet Joe Black,1998,178,PG-13,7.2,43,"259,016"
458. Santa Claus: The Movie,1985,107,PG,6.2,,"15,050"
459. Die Hard 2,1990,124,R,7.1,67,"376,497"
460. It,2017,135,R,7.3,69,"591,960"
461. Last Night in Soho,2021,116,R,7.0,65,"168,122"
462. City of God,2002,130,R,8.6,79,"788,134"
463. Godzilla,1998,139,PG-13,5.4,32,"200,447"
464. Memory,2023,100,R,7.0,73,415
465. The Fabelmans,2022,151,PG-13,7.5,84,"108,517"
466. Ghosted,2023,116,PG-13,5.8,34,"56,143"
467. Sea of Love,1989,113,R,6.8,66,"43,530"
468. Mulholland Drive,2001,147,R,7.9,86,"376,757"
469. Deadpool,2016,108,R,8.0,65,"1,099,439"
470. Spider-Man,2002,121,PG-13,7.4,73,"862,044"
471. All Quiet on the Western Front,2022,148,R,7.8,76,"229,930"
472. Aftersun,2022,102,R,7.7,95,"80,239"
473. Bob Marley: One Love,2024,N/A,,,,N/A
474. The Great Gatsby,2013,143,PG-13,7.2,55,"582,981"
475. Perfect Days,2023,123,PG,7.9,72,"1,974"
476. Better Watch Out,2016,89,R,6.5,67,"44,005"
477. She's All That,1999,95,PG-13,5.9,51,"101,596"
478. Pathaan,2023,146,Not Rated,5.9,47,"150,225"
479. Howl's Moving Castle,2004,119,PG,8.2,82,"432,042"
480. Mr. & Mrs. Smith,2005,120,PG-13,6.5,55,"527,508"
481. Kill Bill: Vol. 1,2003,111,R,8.2,69,"1,169,422"
482. Ghostbusters: Afterlife,2021,124,PG-13,7.1,45,"205,707"
483. Harry Potter and the Half-Blood Prince,2009,153,PG,7.6,78,"581,387"
484. Arthur Christmas,2011,97,PG,7.1,69,"64,984"
485. Snowpiercer,2013,126,R,7.1,84,"382,176"
486. Nymphomaniac: Vol. I,2013,117,Not Rated,6.9,64,"129,751"
487. The Social Network,2010,120,PG-13,7.8,95,"744,453"
488. Pretty Woman,1990,119,R,7.1,51,"347,632"
489. About Time,2013,123,R,7.8,55,"376,534"
490. Trolls,2016,92,PG,6.4,55,"89,442"
491. Stand by Me,1986,89,R,8.1,75,"431,940"
492. Taylor Swift: The Eras Tour,2023,169,PG-13,8.3,83,"13,118"
493. Braveheart,1995,178,R,8.3,68,"1,076,303"
494. Come and See,1985,142,Not Rated,8.4,,"92,371"
495. The Terminator,1984,107,R,8.1,84,"908,200"
496. Three Thousand Years of Longing,2022,108,R,6.7,60,"56,664"
497. Stillwater,2021,139,R,6.6,60,"53,357"
498. Black Angel,1946,81,Passed,6.9,,"3,772"
499. The Fifth Element,1997,126,PG-13,7.6,52,"496,698"
500. The Age of Adaline,2015,112,PG-13,7.2,51,"197,375"
501. Casino Royale,2006,144,PG-13,8.0,80,"684,245"
502. Falling for Christmas,2022,93,TV-PG,5.2,40,"26,756"
503. Black Christmas,1974,98,R,7.1,65,"46,268"
504. Jack Reacher,2012,130,PG-13,7.0,50,"358,603"
505. Logan,2017,137,R,8.1,77,"812,531"
506. 10 Things I Hate About You,1999,97,PG-13,7.3,70,"372,696"
507. Terminator 2: Judgment Day,1991,137,R,8.6,75,"1,152,544"
508. Nope,2022,130,R,6.8,77,"251,666"
509. Grave of the Fireflies,1988,89,Not Rated,8.5,94,"300,503"
510. The Wizard of Oz,1939,102,G,8.1,92,"420,710"
511. Self Reliance,2023,85,R,,65,N/A
512. The Fast and the Furious,2001,106,PG-13,6.8,58,"411,463"
513. Heart of Stone,2023,122,PG-13,5.7,44,"54,316"
514. The Greatest Showman,2017,105,PG,7.5,48,"303,085"
515. The Deer Hunter,1978,183,R,8.1,86,"355,911"
516. What Every Frenchwoman Wants,1986,95,,5.6,,"4,853"
517. When Harry Met Sally...,1989,95,R,7.7,76,"236,251"
518. Birds of Prey,2020,109,R,6.1,60,"259,151"
519. West Side Story,2021,156,PG-13,7.1,85,"92,566"
520. Cocaine Bear,2023,95,R,5.9,54,"99,939"
521. Meet Me in St. Louis,1944,113,Passed,7.5,94,"26,555"
522. Sing,2016,108,PG,7.1,59,"186,016"
523. Mortal World 2,2023,117,,7.6,,"2,307"
524. Ant-Man and the Wasp: Quantumania,2023,124,PG-13,6.1,48,"214,074"
525. The Town,2010,125,R,7.5,74,"409,366"
526. The Godfather Part II,1974,202,R,9.0,90,"1,338,291"
527. The Road Warrior,1981,96,R,7.6,77,"190,255"
528. Waitress: The Musical,2023,144,,8.6,74,391
529. Kaiva,2023,138,,7.3,,"23,850"
530. Iron Man,2008,126,PG-13,7.9,79,"1,106,238"
531. Locked In,2023,96,TV-MA,5.1,,"6,660"
532. The Lion King,1994,88,G,8.5,88,"1,118,100"
533. The Mummy,1999,124,PG-13,7.1,48,"452,731"
534. Just Friends,2005,96,PG-13,6.2,47,"125,157"
535. Society of the Snow,2023,144,R,7.7,70,489
536. Dead Poets Society,1989,128,PG,8.1,79,"529,704"
537. Ocean's Eleven,2001,116,PG-13,7.7,74,"606,866"
538. Fall,2022,107,PG-13,6.4,62,"96,741"
539. Encanto,2021,102,PG,7.2,75,"251,225"
540. Pitch Perfect,2012,112,PG-13,7.1,66,"325,527"
541. Death Proof,2007,127,R,7.0,,"308,466"
542. The Legend of Tarzan,2016,110,PG-13,6.2,44,"184,700"
543. The Witch,2015,92,R,7.0,84,"291,162"
544. The Revenant,2015,156,R,8.0,76,"853,778"
545. Hacksaw Ridge,2016,139,R,8.1,71,"576,573"
546. Edge of Tomorrow,2014,113,PG-13,7.9,71,"721,055"
547. Me Before You,2016,110,PG-13,7.4,51,"278,447"
548. Zodiac,2007,157,R,7.7,79,"583,406"
549. Superbad,2007,113,R,7.6,76,"618,959"
550. A Clockwork Orange,1971,136,X,8.3,77,"867,078"
551. A Beautiful Mind,2001,135,PG-13,8.2,72,"971,132"
552. The Hobbit: An Unexpected Journey,2012,169,PG-13,7.8,58,"859,080"
553. The Unbearable Weight of Massive Talent,2022,107,R,7.0,68,"139,856"
554. Snatch,2000,102,R,8.2,55,"894,011"
555. Puss in Boots: The Last Wish,2022,102,PG,7.8,73,"162,299"
556. Batman Begins,2005,140,PG-13,8.2,70,"1,548,420"
557. Star Wars: Episode I - The Phantom Menace,1999,136,PG,6.5,51,"842,236"
558. Avengers: Infinity War,2018,149,PG-13,8.4,68,"1,171,158"
559. The Grand Budapest Hotel,2014,99,R,8.1,88,"868,196"
560. Dunkirk,2017,106,PG-13,7.8,94,"720,254"
561. PAW Patrol: The Mighty Movie,2023,88,PG,6.0,49,"3,869"
562. For Your Eyes Only,1981,127,PG,6.7,54,"106,724"
563. The Nutcracker and the Four Realms,2018,99,PG,5.6,39,"36,336"
564. Jojo Rabbit,2019,108,PG-13,7.9,58,"428,067"
565. Holiday Inn,1942,100,Passed,7.3,70,"16,820"
566. The Lighthouse,2019,109,R,7.4,83,"244,706"
567. War for the Planet of the Apes,2017,140,PG-13,7.4,82,"275,376"
568. Arrival,2016,116,PG-13,7.9,81,"746,387"
569. The Bad Guys,2022,100,PG,6.8,64,"54,365"
570. Uncut Gems,2019,135,R,7.4,92,"308,882"
571. Aquaman,2018,143,PG-13,6.8,55,"506,545"
572. To Catch a Killer,2023,119,R,6.6,43,"30,852"
573. Kraven the Hunter,2024,N/A,,,,N/A
574. The Help,2011,146,PG-13,8.1,62,"483,816"
575. Irreversible,2002,97,Not Rated,7.3,51,"144,668"
576. Knock Knock,2015,99,R,4.9,53,"102,361"
577. Eternals,2021,156,PG-13,6.3,52,"375,102"
578. 8 Mile,2002,110,R,7.2,77,"313,504"
"579. Red, White & Royal Blue",2023,118,R,7.0,62,"42,426"
580. My Big Fat Greek Wedding 3,2023,92,PG-13,5.3,35,"6,401"
581. Vacation,2015,99,R,6.1,34,"119,811"
582. The Maze Runner,2014,113,PG-13,6.8,57,"497,631"
583. The Thing,1982,109,R,8.2,57,"455,561"
584. The Hunt,2012,115,R,8.3,77,"354,821"
585. The Lord of the Rings: The Two Towers,2002,179,PG-13,8.8,87,"1,746,461"
586. Knock at the Cabin,2023,100,R,6.1,63,"106,669"
587. Creed,2015,133,PG-13,7.6,82,"305,517"
588. Galaxy Quest,1999,102,PG,7.4,70,"173,027"
589. The Christmas Chronicles: Part Two,2020,112,PG,6.0,51,"34,191"
590. One Flew Over the Cuckoo's Nest,1975,133,R,8.7,84,"1,052,730"
591. Bram Stoker's Dracula,1992,128,R,7.4,57,"233,829"
592. While You Were Sleeping,1995,103,PG,6.8,67,"111,092"
593. A Bad Moms Christmas,2017,104,R,5.6,42,"56,342"
594. A Christmas Carol,1951,86,TV-PG,8.1,,"24,750"
595. The Phantom of the Opera,2004,143,PG-13,7.2,40,"128,960"
596. From Dusk Till Dawn,1996,108,R,7.2,48,"334,237"
597. Guardians of the Galaxy,2014,121,PG-13,8.0,76,"1,253,282"
598. Christmas on Cherry Lane,2023,90,TV-G,6.6,,295
599. Barry Lyndon,1975,185,PG,8.1,89,"179,200"
600. The Kill Room,2023,98,R,5.4,58,"3,417"
601. Plane,2023,107,R,6.5,62,"71,951"
602. Free Guy,2021,115,PG-13,7.1,62,"409,646"
603. The Big Short,2015,130,R,7.8,81,"470,889"
604. Inside Out,2015,95,PG,8.1,94,"765,168"
605. Star Wars: Episode IX - The Rise of Skywalker,2019,141,PG-13,6.4,53,"481,953"
606. 13 Going on 30,2004,98,PG-13,6.3,57,"210,301"
607. Green Book,2018,130,PG-13,8.2,69,"545,183"
608. Total Recall,1990,113,R,7.5,60,"348,237"
609. Ghoomer,2023,135,,7.9,,"10,693"
610. The Gray Man,2022,122,PG-13,6.5,49,"229,341"
611. Toy Story,1995,81,G,8.3,96,"1,048,012"
612. American History X,1998,119,R,8.5,62,"1,168,341"
"613. The Good, the Bad and the Ugly",1966,178,Approved,8.8,90,"796,787"
614. Extraction II,2023,122,R,7.0,57,"135,779"
615. Road House,R,N/A,,,,N/A
616. Pretty Baby,1978,110,R,6.5,66,"12,455"
617. The Girl with the Dragon Tattoo,2011,158,R,7.8,71,"486,535"
618. Thriller 40,2023,90,,8.1,,639
619. A Walk to Remember,2002,101,PG,7.3,35,"218,832"
620. The Avengers,2012,143,PG-13,8.0,69,"1,442,206"
621. Starfish,2023,121,,9.3,,"15,435"
622. Jurassic World,2015,124,PG-13,6.9,59,"670,048"
623. Sonic the Hedgehog 3,2024,N/A,,,,N/A
624. Kill Shot,2023,93,,4.7,,"1,421"
625. Ben-Hur,1959,212,G,8.1,90,"249,779"
626. Smile,2022,115,R,6.5,68,"147,732"
627. Planet of the Apes,2001,120,PG-13,5.7,50,"226,351"
628. The King,2019,140,R,7.3,62,"145,941"
629. Winnie the Pooh: Blood and Honey,2023,84,Not Rated,2.9,16,"24,821"
630. Operation Fortune: Ruse de Guerre,2023,114,R,6.3,51,"77,158"
631. Love at First Sight,2023,91,PG-13,6.8,55,"26,655"
632. 8-Bit Christmas,2021,97,PG,6.7,66,"20,289"
633. Predestination,2014,97,R,7.4,69,"297,758"
634. Unfaithful,2002,124,R,6.7,63,"96,079"
635. Curiosa,2019,107,18+,5.4,,"3,240"
636. Jurassic World Dominion,2022,147,PG-13,5.6,38,"195,917"
637. After Everything,2023,93,R,4.6,,"4,526"
638. Basic Instinct,1992,127,R,7.0,43,"214,312"
639. Black Christmas,2006,95,R,4.7,22,"29,673"
640. Carol,2015,118,R,7.2,94,"139,182"
641. The Pianist,2002,150,R,8.5,85,"889,734"
642. Haunted Mansion,2023,123,PG-13,6.1,47,"37,694"
643. Hidden Figures,2016,127,PG,7.8,74,"248,899"
644. Ghostbusters,1984,105,PG,7.8,71,"437,241"
645. The Little Things,2021,128,R,6.3,54,"120,200"
646. Independence Day,1996,145,PG-13,7.0,59,"597,920"
647. Once Upon a Time in America,1984,229,R,8.3,75,"370,644"
648. Beauty and the Beast,2017,129,PG,7.1,65,"328,443"
649. Fingernails,2023,113,R,5.9,63,"5,703"
650. Shazam!,2019,132,PG-13,7.0,71,"376,767"
651. DC League of Super-Pets,2022,105,PG,7.1,56,"73,035"
652. Blue Is the Warmest Colour,2013,180,NC-17,7.7,90,"160,585"
653. The Handmaiden,2016,145,Not Rated,8.1,85,"166,208"
654. The Martian,2015,144,PG-13,8.0,80,"903,725"
655. Donnie Darko,2001,113,R,8.0,88,"836,787"
656. Ratatouille,2007,111,G,8.1,96,"800,107"
657. Zack Snyder's Justice League,2021,242,R,7.9,54,"428,412"
"658. Three Billboards Outside Ebbing, Missouri",2017,115,R,8.1,88,"542,292"
659. Diary of a Wimpy Kid Christmas: Cabin Fever,2023,62,PG,5.9,,371
660. The Day After Tomorrow,2004,124,PG-13,6.5,47,"469,194"
661. Christmas with the Campbells,2022,88,,5.4,56,"1,534"
662. The Nice Guys,2016,116,R,7.4,70,"360,715"
663. Full Metal Jacket,1987,116,R,8.3,78,"776,985"
664. Life of the Party,2018,105,PG-13,5.6,46,"38,958"
665. Terrifier 2,2022,138,Not Rated,6.1,59,"43,833"
666. Hardcore Never Dies,2023,115,,7.1,,"1,060"
667. Mission: Impossible,1996,110,PG-13,7.2,59,"462,067"
668. Air,2023,111,R,7.4,73,"152,332"
669. Hot Fuzz,2007,121,R,7.8,81,"527,790"
670. Almost Famous,2000,122,R,7.9,90,"289,265"
671. Origin,2023,135,PG-13,6.4,76,442
672. Deadpool 2,2018,119,R,7.6,66,"626,535"
673. Reservoir Dogs,1992,99,R,8.3,81,"1,068,970"
674. Home Sweet Home Alone,2021,93,PG,3.6,35,"19,425"
675. The Book of Clarence,2023,136,PG-13,,62,N/A
676. Sleeping Beauty,2011,101,TV-14,5.3,61,"34,275"
677. Amsterdam,2022,134,R,6.1,48,"86,999"
678. Scream,2022,114,R,6.3,60,"152,841"
679. In Time,2011,109,PG-13,6.7,53,"437,810"
680. The Many Saints of Newark,2021,120,R,6.3,60,"61,210"
681. Deep Water,2022,115,R,5.5,53,"54,570"
682. Trolls World Tour,2020,91,PG,6.1,51,"27,234"
683. The Incredibles,2004,115,PG,8.0,90,"788,632"
684. Dawn of the Planet of the Apes,2014,130,PG-13,7.6,79,"461,148"
685. Saturday Night Fever,1977,118,R,6.8,77,"85,639"
686. Insidious: The Red Door,2023,107,PG-13,5.5,45,"43,755"
687. Edward Scissorhands,1990,105,PG-13,7.9,74,"515,343"
688. Fantastic Beasts: The Secrets of Dumbledore,2022,142,PG-13,6.2,47,"162,625"
689. Airheads,1994,92,PG-13,6.2,46,"55,164"
690. The Breakfast Club,1985,97,R,7.8,66,"427,908"
691. Ballerina,2024,N/A,,,,N/A
692. Champions,2023,124,PG-13,6.8,50,"22,415"
693. Tár,2022,158,R,7.4,92,"86,632"
694. A Christmas Carol,1938,69,Passed,7.5,72,"8,356"
695. Where Eagles Dare,1968,158,M,7.6,63,"61,831"
696. The Firm,1993,154,R,6.9,58,"144,855"
697. Casino,1995,178,R,8.2,73,"551,964"
698. E.T. the Extra-Terrestrial,1982,115,PG,7.9,92,"430,390"
699. Jaws,1975,124,PG,8.1,87,"647,054"
700. Mad Max Beyond Thunderdome,1985,107,PG-13,6.2,71,"145,039"
701. The Sixth Sense,1999,107,PG-13,8.2,64,"1,033,554"
702. Passages,2023,91,Unrated,6.8,79,"7,217"
703. Ambulance,2022,136,R,6.1,55,"90,088"
704. Ex Machina,2014,108,R,7.7,78,"574,680"
705. Batman v Superman: Dawn of Justice,2016,151,PG-13,6.5,44,"743,883"
706. Sin City,2005,124,R,8.0,74,"787,723"
707. A Star Is Born,2018,136,R,7.6,88,"409,461"
708. Terrifier,2016,85,Unrated,5.6,,"49,474"
709. The Man Who Invented Christmas,2017,104,PG,7.0,60,"18,054"
710. Cruella,2021,134,PG-13,7.3,59,"257,229"
711. After,2019,105,PG-13,5.3,30,"63,259"
712. Rise of the Planet of the Apes,2011,105,PG-13,7.6,68,"550,329"
713. Snow White,2025,N/A,,,,N/A
714. The Fast and the Furious: Tokyo Drift,2006,104,PG-13,6.0,45,"292,928"
715. Trainspotting,1996,93,R,8.1,83,"714,945"
716. Secretary,2002,107,R,6.9,63,"96,622"
717. Kids,1995,91,NC-17,7.0,63,"83,324"
718. The Fall Guy,2024,114,PG-13,,,N/A
719. Wonder Woman,2017,141,PG-13,7.4,76,"689,349"
720. Kingsman: The Secret Service,2014,129,R,7.7,60,"703,067"
721. Jumanji,1995,104,PG,7.1,39,"368,544"
722. The Blue Lagoon,1980,104,R,5.8,31,"75,176"
723. Into the Wild,2007,148,R,8.1,73,"648,201"
724. Queen of Hearts,2019,127,Not Rated,7.1,67,"13,661"
725. The Lord of the Rings: The War of the Rohirrim,2024,130,,,,N/A
726. The Star,2017,86,PG,6.3,42,"8,979"
727. Room,2015,118,R,8.1,86,"442,650"
728. Good Burger,1997,95,PG,5.8,41,"32,356"
729. We're the Millers,2013,110,R,7.0,44,"477,980"
730. Groundhog Day,1993,101,PG,8.0,72,"669,573"
731. The Old Oak,2023,113,,7.1,62,"3,033"
732. Borderlands,2024,N/A,,,,N/A
733. Lady Bird,2017,94,R,7.4,93,"317,935"
734. Captain Marvel,2019,123,PG-13,6.8,64,"599,105"
735. Burning Betrayal,2023,98,TV-MA,4.1,,"2,266"
736. Rocky,1976,120,PG,8.1,70,"616,355"
737. Father Christmas Is Back,2021,105,PG-13,4.5,,"7,080"
738. Paper Moon,1973,102,PG,8.1,77,"51,322"
739. The Fugitive,1993,130,PG-13,7.8,87,"312,346"
740. American Symphony,2023,104,PG-13,7.3,76,665
741. This Is Christmas,2022,111,,6.9,,"2,186"
742. Ghostbusters: Frozen Empire,2024,N/A,,,,N/A
743. Les Misérables,2012,158,PG-13,7.5,63,"341,964"
744. The Thin Red Line,1998,170,R,7.6,78,"196,867"
745. Superman: Legacy,2025,N/A,,,,N/A
746. Zootopia,2016,108,PG,8.0,78,"533,212"
747. The Imitation Game,2014,114,PG-13,8.0,71,"810,408"
748. Lost in Translation,2003,102,R,7.7,91,"479,320"
749. Rustin,2023,106,PG-13,6.5,68,"2,830"
750. Kabir Singh,2019,173,Not Rated,7.0,,"38,506"
751. Fukrey 3,2023,147,Not Rated,6.6,,"22,901"
752. Room in Rome,2010,107,Not Rated,6.1,,"25,824"
753. Red Sparrow,2018,140,R,6.6,53,"198,123"
754. Fighter,2024,N/A,,,,N/A
755. My Fault,2023,117,,6.2,,"19,991"
756. Scream,1996,111,R,7.4,65,"381,262"
757. CODA,2021,111,PG-13,8.0,72,"156,804"
758. Martyrs,2008,99,R,7.0,,"103,812"
759. Surviving Christmas,2004,91,PG-13,5.4,19,"26,737"
760. I Can Only Imagine,2018,110,PG,7.3,30,"17,634"
761. X-Men,2000,104,PG-13,7.3,64,"637,572"
762. Apocalypto,2006,139,R,7.8,68,"326,258"
763. Baby Driver,2017,113,R,7.6,86,"590,503"
764. School of Rock,2003,109,PG-13,7.2,82,"323,616"
765. Snow Day,2000,89,PG,5.1,34,"13,451"
766. Jackie Brown,1997,154,R,7.5,64,"366,813"
767. Unforgiven,1992,130,R,8.2,85,"429,716"
768. Fury,2014,134,R,7.6,64,"531,389"
769. Saw,2004,103,R,7.6,46,"458,536"
770. The Three Musketeers: Milady,2023,115,,7.4,,78
771. Bones and All,2022,131,R,6.8,74,"52,913"
772. The Conjuring,2013,112,R,7.5,68,"544,394"
773. Silver Linings Playbook,2012,122,R,7.7,81,"733,484"
774. Silent Hill,2006,125,R,6.5,31,"240,737"
775. Matilda,1996,102,PG,7.0,72,"170,182"
776. Your Name.,2016,106,TV-PG,8.4,81,"305,768"
777. The Other Zoey,2023,91,PG-13,5.8,,"5,402"
778. Mission: Impossible - Fallout,2018,147,PG-13,7.7,86,"369,565"
779. The Peasants,2023,114,R,8.2,68,"2,363"
780. Malignant,2021,111,R,6.2,51,"105,064"
781. Idiocracy,2006,84,R,6.5,66,"177,673"
782. Excalibur,1981,140,PG,7.3,56,"65,896"
783. Man on Fire,2004,146,R,7.7,47,"382,765"
784. Hamilton,2020,160,PG-13,8.3,88,"108,661"
785. The Curious Case of Benjamin Button,2008,166,PG-13,7.8,70,"683,993"
786. Daddy's Home 2,2017,100,PG-13,6.0,30,"80,365"
787. Knights of the Zodiac,2023,112,PG-13,4.4,35,"10,343"
788. True Romance,1993,119,R,7.9,59,"238,566"
789. Baywatch,2017,116,R,5.5,37,"198,463"
790. Romeo + Juliet,1996,120,PG-13,6.7,60,"240,835"
791. Lady Chatterley's Lover,2022,126,R,6.6,67,"21,587"
792. Split,2016,117,PG-13,7.3,63,"536,388"
793. Serendipity,2001,90,PG-13,6.8,52,"119,260"
794. Grease,1978,110,PG,7.2,70,"294,663"
795. Airplane!,1980,88,PG,7.7,78,"255,272"
796. Dirty Dancing,1987,100,PG-13,7.0,65,"250,053"
797. Twisters,2024,N/A,,,,N/A
798. The Lost Boys,1987,97,R,7.2,63,"157,826"
799. Doctor Sleep,2019,152,R,7.3,59,"213,370"
800. 1408,2007,104,PG-13,6.8,64,"289,316"
